API명,특수문자여부,특수문자개수
"수량코드택일필수
",No,0
"""10:상자(BX),""
",Yes,6
"""11:개(EA),12:통,""
",Yes,8
"""13:포,14:망,""
",Yes,6
"""15:그리티(C/T),""
",Yes,7
"""16:콘티,17:m²,""
",Yes,7
"""18:kg,19:병(통),""
",Yes,8
"""20:병,21:봉지,""
",Yes,6
"""22:포대,23:실린,""
",Yes,6
"""24:봉,25:약통(캔),""
",Yes,8
"""26:봉지(통),""
",Yes,6
"수령인관계명
",No,0
"수령인관계코드
",No,0
"수령자상세주소
",No,0
"수령자우편번호
",No,0
"수령자이름
",No,0
"수령자전화번호1
",No,0
"수령자전화번호2
",No,0
"수령자전화번호3
",No,0
"수령자전화번호4
",No,0
"수령자주소
",No,0
"수령자휴대전화1
",No,0
"수령자휴대전화2
",No,0
"수령자휴대전화3
",No,0
"수록시작시점
",No,0
"수록시점개수
",No,0
"수록종료시점
",No,0
"수록주기
",No,0
"수록주기명
",No,0
"수리대설치여부
",No,0
"""수리대설치여부(Y:설치,N:미설치)""
",Yes,7
"수리시설방조제피해액
",No,0
"수리시설피해개소수
",No,0
"수리업소의이름
",No,0
"수문제원현황서비스의댐코드조회기능참조
",No,0
"수산물표준코드
",No,0
"수산물표준코드명
",No,0
"수산물품목별KG환산재고량
",No,0
"수산물품목별물류센터재고량
",No,0
"수산업(개소수)
",Yes,2
"수산업(이용량)
",Yes,2
"수산증양식피해개소수
",No,0
"수산증양식피해액
",No,0
"수상일자
",No,0
"수소이온농도
",No,0
"수소이온농도_pH
",Yes,1
"수소이온농도(pH)
",Yes,2
"수소이온농도(ph)
",Yes,2
"수소이온농도(pH)(단위:mg/L)
",Yes,6
"수소이온농도기준
",No,0
"수소이온농도지수(단위:pH)
",Yes,3
"수소이온농도평균
",No,0
"수수료
",No,0
"수술실
",No,0
"수심
",No,0
"수심FR
",No,0
"수심TO
",No,0
"수업일자(요일)
",Yes,2
"""수영장,족구장등""
",Yes,3
"수온
",No,0
"수온(℃)
",Yes,3
"수온(C)
",Yes,2
"수온(max)
",Yes,2
"수온(min)
",Yes,2
"수요기관
",No,0
"""수요기관목록[순번^수요기관코드^수요기관명^소관구분^담당부서명^담당자성명^담당자전화번호],[순번^수요기관코드^수요기관명^소관구분^담당부서명^담당자성명^담당자전화번호]""
",Yes,19
"수요기관약어명
",No,0
"수요기관영문명
",No,0
"""수요기관예산에서수수료를제외한금액(원화,원)""
",Yes,5
"수요기관의의뢰를받아공고하는기관의명
",No,0
"수요기관의코드로행자부코드(행정자치부에서부여한기관코드)가있는경우행자부코드가행자부코드가없는경우조달청에서부여한수요기관코드가표기됨
",Yes,2
"수요기관코드
",No,0
"수요기관코드로행자부코드(행정자치부에서부여한기관코드)가있는경우행자부코드가행자부코드가없는경우조달청에서부여한수요기관코드가표기됨
",Yes,2
"수요기관코드행자부코드(행정자치부에서부여한기관코드)가있는경우행자부코드가행자부코드가없는경우조달청에서부여한수요기관코드가표기됨
",Yes,2
"수요기술명
",No,0
"수요기술번호
",No,0
"수요예측량-제주(MWh)
",Yes,3
"수요예측량(MWh)
",Yes,2
"수요일
",No,0
"수요자개요url주소입니다.
",Yes,1
"수요자제목입니다.
",Yes,1
"수요자제목입니다.(생활분야제목)
",Yes,3
"수용(명)
",Yes,2
"수용가능인원
",No,0
"수용가능인원수
",No,0
"""수용가능인원수(주차공간:면,인원수:명)""
",Yes,7
"수용가능차량
",No,0
"수용인원
",No,0
"수용인원수
",No,0
"수용해도
",No,0
"수원국
",No,0
"수원국명
",No,0
"수위
",No,0
"수위관측소코드
",No,0
"수위금일현재
",No,0
"수위정보가측정된발생일시
",No,0
"수은_Hg(㎎/L)
",Yes,5
"수은(Hg)(mg/L)
",Yes,5
"수은(HG)(단위:mg/L)
",Yes,6
"수은(mg/L)
",Yes,3
"수은(mg/ℓ)
",Yes,4
"수은[mg/L]
",Yes,3
"수의계약사유내용
",No,0
"수의계약실적건수
",No,0
"""수의계약실적금액(원,원화)""
",Yes,5
"""수입(I),수출(O)""
",Yes,7
"전체(입력하지않음)
",Yes,2
"수입경과월
",No,0
"수입국가
",No,0
"수입된수급량(단위:천톤)
",Yes,3
"수입업체
",No,0
"수입탄(단위:ton)
",Yes,3
"수자원공사지하수코드정보조회서비스의유역조회기능참조
",No,0
"수자원공사지하수코드정보조회서비스참조
",No,0
"수자원공사지하수코드조회서비스의유역코드조회기능참조
",No,0
"수자원공사지하수코드조회서비스의유역코드조회기능참조
",No,0
"앞쪽두자리전송
",No,0
"수자원공사지하수코드조회서비스의지역코드조회기능참조
",No,0
"수재문헌명
",No,0
"수전용량(단위:KW)
",Yes,3
"수정날짜
",No,0
"수정사항
",No,0
"수정인
",No,0
"수정일
",No,0
"수정일시
",No,0
"수정일시_FORMAT
",Yes,1
"수정일자
",No,0
"수정자
",No,0
"수정자ID
",No,0
"""수종,수령,진귀성에따라분류되는단위명""
",Yes,4
"수질
",No,0
"수질(생활/음용)
",Yes,3
"수질검사년도
",No,0
"수질번호
",No,0
"수질점사일자
",No,0
"수질정보가측정된발생일시
",No,0
"수질측정값
",No,0
"수질특성
",No,0
"수질평가
",No,0
"수질평가(1~5)
",Yes,3
"수질허가번호
",No,0
"수집량
",No,0
"수집일자
",No,0
"수집확증표본번호
",No,0
"수출국가
",No,0
"수출용여부
",No,0
"수출입구분
",No,0
"수출입구분명
",No,0
"수출입구분코드
",No,0
"수출입국가명
",No,0
"수출입증감률
",No,0
"수출입처리량
",No,0
"수출입척수
",No,0
"수출입척수증감률
",No,0
"수취인
",No,0
"수취인명
",No,0
"수치Leqdb(A)
",Yes,2
"수탁일자
",No,0
"""수탁일자(년,월)""
",Yes,5
"수품콕코드
",No,0
"수하물수취대번호
",No,0
"수하인
",No,0
"수하인전화번호
",No,0
"수하인주소
",No,0
"수행기관
",No,0
"수행기관명
",No,0
"수행기관번호
",No,0
"수행기관코드
",No,0
"수혜대상자
",No,0
"수혜자유형분류
",No,0
"수화물=0
",Yes,1
"화물=1
",Yes,1
"우편물=2
",Yes,1
"화물+우편=3
",Yes,2
"수확시기
",No,0
"숙박가능여부
",No,0
"숙박고유코드
",No,0
"숙박명
",No,0
"숙박방개수(단위:실)
",Yes,3
"숙박시설
",No,0
"숙박시설건수
",No,0
"숙박시설연락처
",No,0
"숙박시설요금안내정보
",No,0
"숙박시설이름
",No,0
"숙박업소관련이미지파일경로
",No,0
"숙박업소담당자명
",No,0
"숙박업소명
",No,0
"숙박업소명검색어
",No,0
"숙박업소주소
",No,0
"숙박업소코드
",No,0
"숙박업체담당자명
",No,0
"숙박업체등급
",No,0
"숙박업체마을명
",No,0
"숙박업체마을코드
",No,0
"숙박업체연락처
",No,0
"숙박업체주소
",No,0
"숙박업체코드
",No,0
"숙박업체홈페이지URL
",No,0
"숙박여부
",No,0
"숙박여부Y-가능N-불가능
",Yes,2
"숙박예약상품명
",No,0
"숙박유형명
",No,0
"숙박유형명
",No,0
"#NAME?
",Yes,2
"#NAME?
",Yes,2
"#NAME?
",Yes,2
"#NAME?
",Yes,2
"#NAME?
",Yes,2
"#NAME?
",Yes,2
"#NAME?
",Yes,2
"#NAME?
",Yes,2
"숙박유형코드
",No,0
"(L01:일반형
",Yes,2
""",L02:가정식민박""
",Yes,4
""",L03:농장형민박""
",Yes,4
""",L04:캠프형민박""
",Yes,4
""",L05:펜션""
",Yes,4
""",L06:콘도""
",Yes,4
""",L07:모텔/여관""
",Yes,5
""",L08:호텔)""
",Yes,5
"숙박유형코드
",No,0
"(L01:일반형
",Yes,2
"L02:가정식민박
",Yes,1
"L03:농장형민박
",Yes,1
"L04:캠프형민박
",Yes,1
"L05:펜션
",Yes,1
"L06:콘도
",Yes,1
"L07:모텔/여관
",Yes,2
"L08:호텔)
",Yes,2
"숙박인원
",No,0
"숙박정보IDX
",No,0
"숙박지고유번호
",No,0
"""숙박지구분C01:호텔,C02:리조트/콘도,C06:여관,C09:민박,C10:기타""
",Yes,12
"숙박지명
",No,0
"""숙박지명,설명""
",Yes,3
"숙박지이름
",No,0
"숙박지주소
",No,0
"숙박집구조
",No,0
"숙박코드
",No,0
"순간최대풍속(m/s)
",Yes,3
"순간최대풍속[시각]
",Yes,2
"순강수량
",No,0
"순누적일조시간
",No,0
"순력도고유번호
",No,0
"순번
",No,0
"순번;
",Yes,1
"순번입니다.
",Yes,1
"순서
",No,0
"순시유량
",No,0
"순위
",No,0
"순최고기온
",No,0
"순최저기온
",No,0
"순최저상대습도
",No,0
"순톤수
",No,0
"순통계시작연월
",No,0
"순통계연월
",No,0
"순통계종료연월
",No,0
"순평균기온
",No,0
"순평균상대습도
",No,0
"순평균풍속
",No,0
"순화대상어
",No,0
"""순화물=1,우편물=2,수하물=3,null=전체""
",Yes,9
"순화어
",No,0
"숲이야기순번
",No,0
"쉬겔라(mL)
",Yes,2
"쉬는날
",No,0
"쉼터명
",No,0
"쉼터명칭
",No,0
"쉼터시설번호
",No,0
"쉼터유형구분
",No,0
"스케줄아이디
",No,0
"스킵한시작위치
",No,0
"스테이션경도위치
",No,0
"스테이션동위치로검색
",No,0
"스테이션명
",No,0
"스테이션성명
",No,0
"스테이션위도위치
",No,0
"스테이션이름으로검색
",No,0
"스테이션인덱스
",No,0
"스팟코드
",No,0
"습도
",No,0
"습도(%)
",Yes,3
"습도(단위:%)
",Yes,4
"습도(단위60.6%)
",Yes,4
"습득물보관기관구분명
",No,0
"습득물사진이미지명
",No,0
"습득물사진파일경로
",No,0
"습득물색상
",No,0
"습득순번
",No,0
"습득시간
",No,0
"습득일자
",No,0
"습득장소
",No,0
"습득지역
",No,0
"승강기고유번호
",No,0
"승강기비상
",No,0
"승강기승용
",No,0
"승객예고입국심사(C)현황
",Yes,2
"승객예고입국심사(D)현황
",Yes,2
"""승객예고입국장동편(A,B)현황""
",Yes,5
"""승객예고입국장서편(E,F)현황""
",Yes,5
"승객예고입국장합계
",No,0
"""승객예고출국장1,2현황""
",Yes,3
"승객예고출국장3현황
",No,0
"승객예고출국장4현황
",No,0
"""승객예고출국장5,6현황""
",Yes,3
"승객예고출국장합계
",No,0
"승낙여부
",No,0
"승낙일자
",No,0
"승난여부
",No,0
"승률(%)
",Yes,3
"승률1위(%)
",Yes,3
"승마장명
",No,0
"승마장소재지상세주소
",No,0
"승마장소재지지역구분
",No,0
"승용마고유번호
",No,0
"승용마생산국가명
",No,0
"승용마성별
",No,0
"승용마소유한소유자명
",No,0
"승용마의혈통등록일자
",No,0
"승용마이름
",No,0
"승용마출생일자
",No,0
"승용마털색
",No,0
"승용마품종
",No,0
"승용마현재소재지
",No,0
"승용승강기수
",No,0
"승용차속도(km/h)
",Yes,3
"승인상태
",No,0
"승인여부
",No,0
"승인일
",No,0
"승인일자
",No,0
"""승차:0,하차:1""
",Yes,5
"""승차:1,하차:2""
",Yes,5
"승차인원수
",No,0
"승차지역(동)
",Yes,2
"승차지역명
",No,0
"승하차일
",No,0
"시
",No,0
"""시,군,구""
",Yes,4
"""시,도""
",Yes,3
"""시,분""
",Yes,3
"""시,분(ex.오후1시1분->1301)""
",Yes,8
"시(hour)
",Yes,2
"시/군/구영문명
",Yes,2
"시/군/구하위의읍/면/동코드
",Yes,4
"시/도ID
",Yes,1
"시/도구분코드
",Yes,1
"6420000:강원도
",Yes,1
"6410000:경기도
",Yes,1
"""6290000,6460000:광주광역시,전라남도""
",Yes,5
"""6470000,6270000:대구광역시,경상북도""
",Yes,5
"""6480000,6260000,6310000:""
",Yes,5
"""부산광역시,울산광역시,경상""
",Yes,4
"남도
",No,0
"6450000:전라북도
",Yes,1
"6490000:제주도
",Yes,1
"6440000:충청남도
",Yes,1
"6430000:충청북도
",Yes,1
"시/도구분코드
",Yes,1
"6420000:강원도
",Yes,1
"6410000:경기도
",Yes,1
"""6290000,6460000:광주광역시,전라남도""
",Yes,5
"""6470000,6270000:대구광역시,경상북도""
",Yes,5
"""6480000,6260000,6310000:부산광역시,울산광역시,경상남도""
",Yes,7
"6450000:전라북도
",Yes,1
"6490000:제주도
",Yes,1
"6440000:충청남도
",Yes,1
"6430000:충청북도
",Yes,1
"""※다중값입력시(,)로구분한다.""
",Yes,7
"""ex)searchSidoCode=6290000,6460""
",Yes,5
"시/도명
",Yes,1
"시/도코드
",Yes,1
"6420000:강원도
",Yes,1
"6410000:경기도
",Yes,1
"6290000:광주광역시
",Yes,1
"6460000:전라남도
",Yes,1
"6470000:대구광역시
",Yes,1
"6270000:경상북도
",Yes,1
"6480000:부산광역시
",Yes,1
"6260000:울산광역시
",Yes,1
"6310000:경상남도
",Yes,1
"6450000:전라북도
",Yes,1
"6490000:제주도
",Yes,1
"6440000:충청남도
",Yes,1
"6430000:충청북도
",Yes,1
"시가인구_하수미처리지역_수거식
",Yes,2
"시가인구_하수미처리지역_오수
",Yes,2
"시가인구_하수미처리지역_정화조
",Yes,2
"시가인구_하수처리지역_분류식
",Yes,2
"시가인구_하수처리지역_합류식
",Yes,2
"시가화_유보기간
",Yes,1
"시간
",No,0
"시간(xx:yy)
",Yes,3
"시간(yyyymmddhh24)
",Yes,2
"시간(년월일)
",Yes,2
"시간(년월일)
",Yes,2
"(데이터생성주기시간단위로생성)
",Yes,2
"시간(년월일)
",Yes,2
"(데이터생성주기시간단위로생성)
",Yes,2
"☞미입력시현재일자00시00분
",Yes,1
"시간(년월일)
",Yes,2
"(데이터생성주기시간단위로생성)
",Yes,2
"☞미입력시현재일자23시59분
",Yes,1
"시간(년월일)
",Yes,2
"(데이터생성주기시간단위로생성).
",Yes,3
"☞미입력시현재일자00시00분
",Yes,1
"시간(년월일)
",Yes,2
"(데이터생성주기없음)
",Yes,2
"☞일경우현재년월일
",Yes,1
"시간(년월일)
",Yes,2
"*생성주기는6시간단위로생성이됨.
",Yes,2
"☞미입력시현재일자00시00분
",Yes,1
"시간(년월일)
",Yes,2
"*생성주기는6시간단위로생성이됨.
",Yes,2
"☞미입력시현재일자23시59분
",Yes,1
"시간(년월일)
",Yes,2
"☞일경우현재년월일
",Yes,1
"시간강수량(mm)
",Yes,2
"시간구분
",No,0
"시간단위
",No,0
"(searchTime
",Yes,1
"=searchTime?inx)
",Yes,3
"시간대구분
",No,0
"시간대표시
",No,0
"시간별확인
",No,0
"시간상세
",No,0
"시간제보육
",No,0
"아동정보
",No,0
"시간표순번
",No,0
"시간합계(일간)26mm
",Yes,2
"시강우량
",No,0
"시공사
",No,0
"시공업체
",No,0
"시공자
",No,0
"시구군
",No,0
"시구군명
",No,0
"시군
",No,0
"시군구
",No,0
"시군구(입력하지않은경우전지역명세를조회함)
",Yes,2
"시군구(행정자치부법정동주소코드참조)
",Yes,2
"시군구검색키워드
",No,0
"""(중구,이천시등)""
",Yes,5
"시군구검색키워드
",No,0
"""(중구,이천시등)""
",Yes,5
"(회원권시사용)
",Yes,2
"시군구명
",No,0
"시군구명
",No,0
"(URLEncoder로encode하여사용)
",Yes,2
"시군구명을입력
",No,0
"(ex:roadNm=퇴계로207)
",Yes,4
"시군구명칭
",No,0
"시군구번호
",No,0
"시군구번호+도로명번호
",Yes,1
"시군구번호+법정동번호
",Yes,1
"시군구별
",No,0
"시군구상위코드
",No,0
"시군구상위코드(시도코드)
",Yes,2
"""(입력시데이터O,미입력시데이터X)""
",Yes,5
"시군구코드
",No,0
"시군구코드
",No,0
"(시군구조회OPEN
",Yes,1
"API참조)
",Yes,1
"시군구코드:getCondSggCd.docd항목:옵션
",Yes,3
"""시군구코드(입력시데이터O,미입력시데이터X)""
",Yes,5
"시군구코드(한글)
",Yes,2
"시군구행정구역코드
",No,0
"시군명
",No,0
"시군의읍/면/동명
",Yes,2
"시군코드
",No,0
"시군코드(마.참조)
",Yes,3
"시다
",No,0
"시대
",No,0
"시대명
",No,0
"시대코드
",No,0
"시도
",No,0
"시도(행정자치부법정동주소코드참조)
",Yes,2
"""시도/시군구구분(A:시도,B:시군구)""
",Yes,8
"시도교육청명
",No,0
"시도교육청코드
",No,0
"시도구분코드
",No,0
"시도명
",No,0
"시도명
",No,0
"(URLEncoder로encode하여사용)
",Yes,2
"시도명을입력
",No,0
"(ex:siDoNm=서울특별시)
",Yes,4
"시도명칭
",No,0
"시도별
",No,0
"시도별면적순위
",No,0
"시도이름
",No,0
"시도코드
",No,0
"시도코드
",No,0
"(6420000:강원도
",Yes,2
"6410000:경기도
",Yes,1
"""6290000,6460000:광주광역시,전라남도""
",Yes,5
"""6470000,6270000:대구광역시,경상북도""
",Yes,5
"""6480000,6260000,6310000:""
",Yes,5
"""부산광역시,울산광역시,경상""
",Yes,4
"남도
",No,0
"6450000:전라북도
",Yes,1
"6490000:제주도
",Yes,1
"6440000:충청남도
",Yes,1
"6430000:충청북도)
",Yes,2
"시도코드
",No,0
"(시도조회OPEN
",Yes,1
"API참조)
",Yes,1
"시도코드
",No,0
"6420000:강원도
",Yes,1
"6410000:경기도
",Yes,1
"""6290000,6460000:광주광역시,전라남도""
",Yes,5
"""6470000,6270000:대구광역시,경상북도""
",Yes,5
"""6480000,6260000,6310000:""
",Yes,5
"""부산광역시,울산광역시,경상""
",Yes,4
"남도
",No,0
"6450000:전라북도
",Yes,1
"6490000:제주도
",Yes,1
"6440000:충청남도
",Yes,1
"6430000:충청북도
",Yes,1
"시도코드-getCondBrtcCd.docd항목-필수
",Yes,3
"""시도코드(입력시데이터O,미입력시데이터X)""
",Yes,5
"시도코드(필수)
",Yes,2
"시도코드(한글)
",Yes,2
"시도코드또는시군구코드에따라값이변경됨.
",Yes,1
"시도코드종류코드값
",No,0
"서울특별시강남구1116
",No,0
"강동구1117
",No,0
"강북구1124
",No,0
"강서구1111
",No,0
"관악구1115
",No,0
"광진구1123
",No,0
"구로구1112
",No,0
"금천구1125
",No,0
"노원구1122
",No,0
"도봉구1107
",No,0
"동대문구1105
",No,0
"동작구1114
",No,0
"마포구1110
",No,0
"서대문구1109
",No,0
"서초구1119
",No,0
"성동구1104
",No,0
"성북구1106
",No,0
"송파구1118
",No,0
"양천구1120
",No,0
"영등포구1113
",No,0
"용산구1103
",No,0
"은평구1108
",No,0
"종로구1101
",No,0
"중구1
",No,0
"시도코드종류코드값
",No,0
"서울특별시강남구680
",No,0
"강동구740
",No,0
"강북구305
",No,0
"강서구500
",No,0
