필드명	행정표준용어	매칭결과
한 페이지 결과 수		#N/A
결과코드		#N/A
결과메시지		#N/A
한 페이지 결과 수		#N/A
3		#N/A
전체 결과 수		#N/A
공공데이터포털에서 받은 인증키		#N/A
페이지번호		#N/A
한 페이지 결과 수		#N/A
결과코드		#N/A
결과메시지		#N/A
한 페이지 결과 수		#N/A
3		#N/A
전체 결과 수		#N/A
서비스키		#N/A
페이지번호		#N/A
한 페이지 결과 수		#N/A
결과코드		#N/A
공공데이터포털에서 받은 인증키		#N/A
페이지번호		#N/A
한 페이지 결과 수		#N/A
결과코드		#N/A
결과메시지		#N/A
한 페이지 결과 수		#N/A
3		#N/A
전체 결과 수		#N/A
서비스키		#N/A
페이지번호		#N/A
한 페이지 결과 수		#N/A
1:한방, 2:의과(양방), 3:약국		#N/A
MDFEE_NM:수가코드명, MDFEE_CD:수가코드		#N/A
검색어		#N/A
결과코드		#N/A
공공데이터포털에서 받은 인증키		#N/A
페이지번호		#N/A
한 페이지 결과 수		#N/A
결과코드		#N/A
결과메시지		#N/A
한 페이지 결과 수		#N/A
3		#N/A
전체 결과 수		#N/A
공공데이터포털에서 받은 인증키		#N/A
페이지번호		#N/A
한 페이지 결과 수		#N/A
결과코드		#N/A
결과메시지		#N/A
한 페이지 결과 수		#N/A
3		#N/A
전체 결과 수		#N/A
공공데이터포털에서 받은 인증키		#N/A
페이지번호		#N/A
한 페이지 결과 수		#N/A
결과코드		#N/A
결과메시지		#N/A
한 페이지 결과 수		#N/A
3		#N/A
전체 결과 수		#N/A
한 페이지 결과 수		#N/A
페이지 번호		#N/A
사업자등록번호		#N/A
결과코드		#N/A
결과메시지		#N/A
한 페이지 결과 수		#N/A
페이지 번호		#N/A
조회데이터의 총건수		#N/A
물품코드(HSCD6자리)		#N/A
한 페이지 결과 수		#N/A
페이지 번호		#N/A
기업명		#N/A
결과코드		#N/A
결과메시지		#N/A
한 페이지 결과 수		#N/A
페이지 번호		#N/A
조회데이터의 총건수		#N/A
사업자등록번호		#N/A
구매자지역(시/도)		#N/A
공급자지역(시/도)		#N/A
한 페이지 결과 수		#N/A
페이지 번호		#N/A
시작년월		#N/A
종료년월		#N/A
"11000 : 서울특별시
, 36000 : 세종특별자치시
, 31000 : 울산광역시
, 28000 : 인천광역시
, 46000 : 전라남도
, 45000 : 전라북도
, 50000 : 제주특별자치도
, 44000 : 충청남도
, 43000 : 충청북도
, 42000 : 강원도
, 41000 : 경기도
, 48000 : 경상남도
, 47000 : 경상북도
, 29000 : 광주광역시
, 99000 : 기타
, 27000 : 대구광역시
, 30000 :"		#N/A
결과코드		#N/A
결과메시지		#N/A
한 페이지 결과 수		#N/A
페이지 번호		#N/A
조회데이터의 총건수		#N/A
금액		#N/A
통화단위		#N/A
수량		#N/A
공급사업자등록번호		#N/A
결과코드		#N/A
결과메시지		#N/A
년도		#N/A
거래업체수		#N/A
한 페이지 결과 수		#N/A
페이지 번호		#N/A
공급사업자등록번호		#N/A
결과코드		#N/A
결과메시지		#N/A
한 페이지 결과 수		#N/A
페이지 번호		#N/A
조회데이터의 총건수		#N/A
물품코드		#N/A
품목		#N/A
시작년월		#N/A
종료년월		#N/A
환율기준금액(krw)		#N/A
결과코드		#N/A
결과메시지		#N/A
년월		#N/A
금액(백분율)		#N/A
한 페이지 결과 수		#N/A
페이지 번호		#N/A
공급사업자등록번호		#N/A
결과코드		#N/A
결과메시지		#N/A
한 페이지 결과 수		#N/A
페이지 번호		#N/A
조회데이터의 총건수		#N/A
공급자지역		#N/A
년도		#N/A
금액		#N/A
통화단위		#N/A
공급사업자등록번호		#N/A
년도		#N/A
거래평균빈도수		#N/A
결과코드		#N/A
결과메시지		#N/A
"11000 : 서울특별시
, 36000 : 세종특별자치시
, 31000 : 울산광역시
, 28000 : 인천광역시
, 46000 : 전라남도
, 45000 : 전라북도
, 50000 : 제주특별자치도
, 44000 : 충청남도
, 43000 : 충청북도
, 42000 : 강원도
, 41000 : 경기도
, 48000 : 경상남도
, 47000 : 경상북도
, 29000 : 광주광역시
, 99000 : 기타
, 27000 : 대구광역시
, 30000 :"		#N/A
공급년도		#N/A
결과코드		#N/A
결과메시지		#N/A
년도		#N/A
건수		#N/A
구매자지역		#N/A
물품코드(HSCD6자리)		#N/A
결과코드		#N/A
결과메시지		#N/A
년도		#N/A
건수		#N/A
구매자지역		#N/A
시작년월		#N/A
종료년월		#N/A
물품코드(HSCD6자리)		#N/A
결과코드		#N/A
결과메시지		#N/A
통화단위		#N/A
금액		#N/A
건수		#N/A
시작년월		#N/A
종료년월		#N/A
물품코드(HSCD6자리)		#N/A
결과코드		#N/A
결과메시지		#N/A
구매년월		#N/A
수량		#N/A
금액		#N/A
통화단위		#N/A
"11000 : 서울특별시
, 36000 : 세종특별자치시
, 31000 : 울산광역시
, 28000 : 인천광역시
, 46000 : 전라남도
, 45000 : 전라북도
, 50000 : 제주특별자치도
, 44000 : 충청남도
, 43000 : 충청북도
, 42000 : 강원도
, 41000 : 경기도
, 48000 : 경상남도
, 47000 : 경상북도
, 29000 : 광주광역시
, 99000 : 기타
, 27000 : 대구광역시
, 30000 :"		#N/A
물품코드(HSCD6자리)		#N/A
환율기준금액		#N/A
결과코드		#N/A
결과메시지		#N/A
지역		#N/A
백분율		#N/A
한 페이지 결과 수		#N/A
페이지 번호		#N/A
물품코드(HSCD6자리)		#N/A
페이지 번호		#N/A
조회데이터의 총건수		#N/A
물품코드		#N/A
규격		#N/A
통화단위		#N/A
금액		#N/A
결과코드		#N/A
결과메시지		#N/A
한 페이지 결과 수		#N/A
물품코드(HSCD6자리)		#N/A
결과코드		#N/A
결과메시지		#N/A
평균단가		#N/A
한 페이지 결과 수		#N/A
페이지 번호		#N/A
시작년월		#N/A
종료년월		#N/A
결과코드		#N/A
결과메시지		#N/A
한 페이지 결과 수		#N/A
페이지 번호		#N/A
조회데이터의 총건수		#N/A
근거서류종류		#N/A
건수		#N/A
통화단위		#N/A
금액		#N/A
물품코드(HSCD6자리)		#N/A
시작년월		#N/A
종료년월		#N/A
결과코드		#N/A
결과메시지		#N/A
근거서류종류		#N/A
건수		#N/A
통화단위		#N/A
금액		#N/A
한 페이지 결과 수		#N/A
페이지 번호		#N/A
11000 : 서울특별시		#N/A
시작년월		#N/A
종료년월		#N/A
결과코드		#N/A
결과메시지		#N/A
한 페이지 결과 수		#N/A
페이지 번호		#N/A
조회데이터의 총건수		#N/A
지역(시도)		#N/A
물품코드(HSCD6자리)		#N/A
품목		#N/A
건수		#N/A
한 페이지 결과 수		#N/A
페이지 번호		#N/A
11000 : 서울특별시		#N/A
시작년월		#N/A
종료년월		#N/A
결과코드		#N/A
결과메시지		#N/A
한 페이지 결과 수		#N/A
페이지 번호		#N/A
조회데이터의 총건수		#N/A
지역(시도)		#N/A
금액		#N/A
통화단위		#N/A
건수		#N/A
한 페이지 결과 수		#N/A
페이지 번호		#N/A
시작년월		#N/A
종료년월		#N/A
결과코드		#N/A
결과메시지		#N/A
한 페이지 결과 수		#N/A
페이지 번호		#N/A
조회데이터의 총건수		#N/A
근거서류종류		#N/A
건수		#N/A
통화단위		#N/A
금액		#N/A
한 페이지 결과 수		#N/A
페이지 번호		#N/A
"11000 : 서울특별시
, 36000 : 세종특별자치시
, 31000 : 울산광역시
, 28000 : 인천광역시
, 46000 : 전라남도
, 45000 : 전라북도
, 50000 : 제주특별자치도
, 44000 : 충청남도
, 43000 : 충청북도
, 42000 : 강원도
, 41000 : 경기도
, 48000 : 경상남도
, 47000 : 경상북도
, 29000 : 광주광역시
, 99000 : 기타
, 27000 : 대구광역시
, 30000 :"		#N/A
시작년월		#N/A
종료년월		#N/A
결과코드		#N/A
결과메시지		#N/A
한 페이지 결과 수		#N/A
페이지 번호		#N/A
조회데이터의 총건수		#N/A
지역(시도)		#N/A
금액		#N/A
통화단위		#N/A
건수		#N/A
한 페이지 결과 수		#N/A
페이지 번호		#N/A
"11000 : 서울특별시
, 36000 : 세종특별자치시
, 31000 : 울산광역시
, 28000 : 인천광역시
, 46000 : 전라남도
, 45000 : 전라북도
, 50000 : 제주특별자치도
, 44000 : 충청남도
, 43000 : 충청북도
, 42000 : 강원도
, 41000 : 경기도
, 48000 : 경상남도
, 47000 : 경상북도
, 29000 : 광주광역시
, 99000 : 기타
, 27000 : 대구광역시
, 30000 :"		#N/A
시작년월		#N/A
종료년월		#N/A
결과코드		#N/A
결과메시지		#N/A
한 페이지 결과 수		#N/A
페이지 번호		#N/A
조회데이터의 총건수		#N/A
지역(시도)		#N/A
금액		#N/A
통화단위		#N/A
건수		#N/A
페이지 번호		#N/A
물품코드		#N/A
시작년월		#N/A
종료년월		#N/A
한 페이지 결과 수		#N/A
결과메시지		#N/A
한 페이지 결과 수		#N/A
페이지 번호		#N/A
조회데이터의 총건수		#N/A
물품코드		#N/A
금액		#N/A
통화단위		#N/A
일자		#N/A
결과코드		#N/A
한 페이지 결과 수		#N/A
페이지 번호		#N/A
물품코드		#N/A
시작년월		#N/A
종료년월		#N/A
결과코드		#N/A
결과메시지		#N/A
한 페이지 결과 수		#N/A
페이지 번호		#N/A
조회데이터의 총건수		#N/A
물품코드		#N/A
금액		#N/A
통화단위		#N/A
일자		#N/A
한 페이지 결과 수		#N/A
페이지 번호		#N/A
년월		#N/A
결과코드		#N/A
결과메시지		#N/A
한 페이지 결과 수		#N/A
페이지 번호		#N/A
조회데이터의 총건수		#N/A
물품코드		#N/A
금액		#N/A
지역(시도)		#N/A
한 페이지 결과 수		#N/A
페이지 번호		#N/A
년월		#N/A
결과코드		#N/A
결과메시지		#N/A
한 페이지 결과 수		#N/A
페이지 번호		#N/A
조회데이터의 총건수		#N/A
물품코드		#N/A
금액		#N/A
지역(시도)		#N/A
공시년도		#N/A
학교아이디		#N/A
(NULL)		#N/A
결과메시지		#N/A
한 페이지 결과 수		#N/A
페이지 번호		#N/A
조회데이터의 총건수		#N/A
리스트항목		#N/A
세부 항목		#N/A
학교아이디		#N/A
학교한글명		#N/A
학생정원		#N/A
재학생수		#N/A
학생모집정지인원		#N/A
재학생충원율(%)		#N/A
평균		#N/A
랭크(별)		#N/A
공시년도		#N/A
지표아이디		#N/A
공시년도		#N/A
학교아이디		#N/A
세부 항목		#N/A
(NULL)		#N/A
결과메시지		#N/A
한 페이지 결과 수		#N/A
페이지 번호		#N/A
조회데이터의 총건수		#N/A
리스트항목		#N/A
학교아이디		#N/A
학교한글명		#N/A
학생현황(학생정원)		#N/A
교원접정정원(학생정원)		#N/A
전임교원		#N/A
전임교원확보율(학생정원기준)		#N/A
평균		#N/A
랭크(별)		#N/A
공시년도		#N/A
지표아이디		#N/A
공시년도		#N/A
학교아이디		#N/A
(NULL)		#N/A
결과메시지		#N/A
한 페이지 결과 수		#N/A
페이지 번호		#N/A
조회데이터의 총건수		#N/A
리스트항목		#N/A
세부 항목		#N/A
학교아이디		#N/A
학교한글명		#N/A
졸업자		#N/A
취업자		#N/A
취업대상자		#N/A
취업률		#N/A
평균		#N/A
랭크(별)		#N/A
공시년도		#N/A
적용년도		#N/A
지표아이디		#N/A
공시년도		#N/A
학교아이디		#N/A
(NULL)		#N/A
결과메시지		#N/A
한 페이지 결과 수		#N/A
페이지 번호		#N/A
조회데이터의 총건수		#N/A
리스트항목		#N/A
세부 항목		#N/A
학교아이디		#N/A
학교한글명		#N/A
전임교원/전임교원		#N/A
"한국연구재단등재지(후보포함) [지표아이디:57]
SCI/SCOPUS학술지 [지표아이디:58]"		#N/A
"전임교원1인당논문실적(한국연구재단등재지[후보포함]) [지표아이디:57]
전임교원1인당논문실적(SCI급/SCOPUS학술지) [지표아이디:58]"		#N/A
평균		#N/A
랭크(별)		#N/A
공시년도		#N/A
지표아이디		#N/A
공시년도		#N/A
학교아이디		#N/A
(NULL)		#N/A
결과메시지		#N/A
한 페이지 결과 수		#N/A
페이지 번호		#N/A
조회데이터의 총건수		#N/A
리스트항목		#N/A
세부 항목		#N/A
학교아이디		#N/A
학교한글명		#N/A
정원내 모집인원		#N/A
정원내 입학자		#N/A
정원내 신입생 충원율		#N/A
평균		#N/A
랭크(별)		#N/A
공시년도		#N/A
지표아이디		#N/A
공시년도		#N/A
학교아이디		#N/A
(NULL)		#N/A
결과메시지		#N/A
한 페이지 결과 수		#N/A
페이지 번호		#N/A
조회데이터의 총건수		#N/A
리스트항목		#N/A
세부 항목		#N/A
학교아이디		#N/A
학교한글명		#N/A
재적학생		#N/A
중도탈락 학생		#N/A
중도탈락 학생률		#N/A
평균		#N/A
랭크(별)		#N/A
공시년도		#N/A
지표아이디		#N/A
N/A		#N/A
(NULL)		#N/A
결과메시지		#N/A
한 페이지 결과 수		#N/A
페이지 번호		#N/A
조회데이터의 총건수		#N/A
리스트항목		#N/A
세부 항목		#N/A
조사년도		#N/A
공시년도		#N/A
학교아이디		#N/A
학교한글명		#N/A
본분교구분코드		#N/A
학교구분(종류)코드		#N/A
학교유형코드		#N/A
지역코드		#N/A
설립구분코드		#N/A
(NULL)		#N/A
결과메시지		#N/A
한 페이지 결과 수		#N/A
페이지 번호		#N/A
조회데이터의 총건수		#N/A
리스트항목		#N/A
세부 항목		#N/A
공시년도		#N/A
학교아이디		#N/A
학교명		#N/A
본분교구분코드		#N/A
본분교구분명		#N/A
학교구분(종류)코드		#N/A
학교구분(종류)명		#N/A
학교명_본분교명		#N/A
지역코드		#N/A
지역명		#N/A
설립구분코드		#N/A
설립구분명		#N/A
공시년도		#N/A
학교아이디		#N/A
조회데이터의 총건수		#N/A
리스트항목		#N/A
세부 항목		#N/A
지표아이디		#N/A
지표값		#N/A
지표아이디(해당년도)		#N/A
학교종류		#N/A
설립구분		#N/A
학교아이디		#N/A
학교한글명		#N/A
공시년도		#N/A
(NULL)		#N/A
결과메시지		#N/A
한 페이지 결과 수		#N/A
페이지 번호		#N/A
공시년도		#N/A
학교아이디		#N/A
지표아이디		#N/A
(NULL)		#N/A
결과메시지		#N/A
한 페이지 결과 수		#N/A
페이지 번호		#N/A
조회데이터의 총건수		#N/A
리스트항목		#N/A
세부 항목		#N/A
지표아이디		#N/A
지표값		#N/A
"지표아이디
(해당년도)"		#N/A
학교종류		#N/A
설립구분		#N/A
학교아이디		#N/A
학교한글명		#N/A
공시년도		#N/A
공시년도		#N/A
학교아이디		#N/A
지표값		#N/A
"지표아이디
(해당년도)"		#N/A
학교종류		#N/A
설립구분		#N/A
학교아이디		#N/A
학교한글명		#N/A
공시년도		#N/A
(NULL)		#N/A
결과메시지		#N/A
한 페이지 결과 수		#N/A
페이지 번호		#N/A
조회데이터의 총건수		#N/A
리스트항목		#N/A
세부 항목		#N/A
지표아이디		#N/A
공시년도		#N/A
학교아이디		#N/A
(NULL)		#N/A
결과메시지		#N/A
한 페이지 결과 수		#N/A
페이지 번호		#N/A
조회데이터의 총건수		#N/A
리스트항목		#N/A
세부 항목		#N/A
지표아이디		#N/A
지표값		#N/A
"지표아이디
(해당년도)"		#N/A
학교종류		#N/A
설립구분		#N/A
학교아이디		#N/A
학교한글명		#N/A
공시년도		#N/A
공시년도		#N/A
학교아이디		#N/A
학교한글명		#N/A
공시년도		#N/A
(NULL)		#N/A
결과메시지		#N/A
한 페이지 결과 수		#N/A
페이지 번호		#N/A
조회데이터의 총건수		#N/A
리스트항목		#N/A
세부 항목		#N/A
지표아이디		#N/A
지표값		#N/A
"지표아이디
(해당년도)"		#N/A
학교종류		#N/A
설립구분		#N/A
학교아이디		#N/A
공시년도		#N/A
학교아이디		#N/A
(NULL)		#N/A
결과메시지		#N/A
한 페이지 결과 수		#N/A
페이지 번호		#N/A
조회데이터의 총건수		#N/A
리스트항목		#N/A
세부 항목		#N/A
지표아이디		#N/A
지표값		#N/A
"지표아이디
(해당년도)"		#N/A
학교종류		#N/A
설립구분		#N/A
학교아이디		#N/A
학교한글명		#N/A
공시년도		#N/A
공시년도		#N/A
학교아이디		#N/A
(NULL)		#N/A
결과메시지		#N/A
한 페이지 결과 수		#N/A
페이지 번호		#N/A
조회데이터의 총건수		#N/A
리스트항목		#N/A
세부 항목		#N/A
지표아이디		#N/A
지표값		#N/A
"지표아이디
(해당년도)"		#N/A
학교종류		#N/A
설립구분		#N/A
학교아이디		#N/A
학교한글명		#N/A
공시년도		#N/A
공시년도		#N/A
학교아이디		#N/A
한 페이지 결과 수		#N/A
페이지 번호		#N/A
조회데이터의 총건수		#N/A
리스트항목		#N/A
세부 항목		#N/A
지표아이디		#N/A
지표값		#N/A
"지표아이디
(해당년도)"		#N/A
학교종류		#N/A
설립구분		#N/A
학교아이디		#N/A
학교한글명		#N/A
공시년도		#N/A
(NULL)		#N/A
결과메시지		#N/A
공시년도		#N/A
학교아이디		#N/A
(NULL)		#N/A
결과메시지		#N/A
한 페이지 결과 수		#N/A
페이지 번호		#N/A
조회데이터의 총건수		#N/A
리스트항목		#N/A
세부 항목		#N/A
지표아이디		#N/A
지표값		#N/A
"지표아이디
(해당년도)"		#N/A
학교종류		#N/A
설립구분		#N/A
학교아이디		#N/A
학교한글명		#N/A
공시년도		#N/A
공시년도		#N/A
학교아이디		#N/A
세부 항목		#N/A
지표아이디		#N/A
지표값		#N/A
"지표아이디
(해당년도)"		#N/A
학교종류		#N/A
설립구분		#N/A
학교아이디		#N/A
학교한글명		#N/A
공시년도		#N/A
(NULL)		#N/A
결과메시지		#N/A
한 페이지 결과 수		#N/A
페이지 번호		#N/A
조회데이터의 총건수		#N/A
리스트항목		#N/A
공시년도		#N/A
학교아이디		#N/A
지표아이디		#N/A
(NULL)		#N/A
결과메시지		#N/A
한 페이지 결과 수		#N/A
페이지 번호		#N/A
조회데이터의 총건수		#N/A
리스트항목		#N/A
세부 항목		#N/A
지표아이디		#N/A
지표값		#N/A
"지표아이디
(해당년도)"		#N/A
학교종류		#N/A
설립구분		#N/A
학교아이디		#N/A
학교한글명		#N/A
공시년도		#N/A
공시년도		#N/A
학교아이디		#N/A
지표아이디		#N/A
학교종류		#N/A
설립구분		#N/A
학교아이디		#N/A
학교한글명		#N/A
공시년도		#N/A
(NULL)		#N/A
결과메시지		#N/A
한 페이지 결과 수		#N/A
페이지 번호		#N/A
조회데이터의 총건수		#N/A
리스트항목		#N/A
세부 항목		#N/A
지표아이디		#N/A
지표값		#N/A
"지표아이디
(해당년도)"		#N/A
공시년도		#N/A
학교아이디		#N/A
(NULL)		#N/A
결과메시지		#N/A
한 페이지 결과 수		#N/A
페이지 번호		#N/A
조회데이터의 총건수		#N/A
리스트항목		#N/A
세부 항목		#N/A
지표아이디		#N/A
지표값		#N/A
"지표아이디
(해당년도)"		#N/A
학교종류		#N/A
설립구분		#N/A
학교아이디		#N/A
학교한글명		#N/A
공시년도		#N/A
공시년도		#N/A
학교아이디		#N/A
지표아이디		#N/A
공시년도		#N/A
(NULL)		#N/A
결과메시지		#N/A
한 페이지 결과 수		#N/A
페이지 번호		#N/A
조회데이터의 총건수		#N/A
리스트항목		#N/A
세부 항목		#N/A
지표아이디		#N/A
지표값		#N/A
"지표아이디
(해당년도)"		#N/A
학교종류		#N/A
설립구분		#N/A
학교아이디		#N/A
학교한글명		#N/A
공시년도		#N/A
학교아이디		#N/A
지표아이디		#N/A
(NULL)		#N/A
결과메시지		#N/A
한 페이지 결과 수		#N/A
페이지 번호		#N/A
조회데이터의 총건수		#N/A
리스트항목		#N/A
세부 항목		#N/A
지표아이디		#N/A
지표값		#N/A
"지표아이디
(해당년도)"		#N/A
학교종류		#N/A
설립구분		#N/A
학교아이디		#N/A
학교한글명		#N/A
공시년도		#N/A
공시년도		#N/A
