필드명,필드길이,필드띄어쓰기,필드특수문자,필드특수문자수
한 페이지 결과 수,10,3,No,0
"주소(도로명주소, 지번주소)검색어",20,1,Yes,5
결과코드,4,0,No,0
결과메시지,5,0,No,0
한 페이지 결과 수,10,3,No,0
페이지번호,5,0,No,0
전체 결과 수,7,2,No,0
데이터번호,5,0,No,0
"공중이 이용하는 건물, 시설 또는 장소에서 흡연해서는 안되는 구역의 명칭",42,9,Yes,3
금연구역의 범위 상세 설명,14,3,No,0
"금연구역이 있는 지역 광역시,도 명칭",22,4,Yes,3
"금연구역이 있는 시,구,군의 명칭",20,3,Yes,4
금연구역에 따른 구분,11,2,No,0
금연구역을 지정한 근거,12,2,No,0
금연구역에서 흡연시 부과하는 과태료(단위 : 원),27,5,Yes,3
금연구역에서 위반사항을 발견한 경우 신고할 수 있는 전화번호,33,7,No,0
금연구역 장소에 대한 도로명주소,17,3,No,0
금연구역 장소에 대한 지번주소,16,3,No,0
금연구역을 지정 또는 관리하는 기관,19,4,No,0
금연구역의 위도 좌표(WGS84),18,2,Yes,2
금연구역의 경도 좌표(WGS84),18,2,Yes,2
데이터작성 기준일자,10,1,No,0
공공데이터포털에서 받은 인증키,16,2,No,0
페이지번호,5,0,No,0
한 페이지 결과 수,10,3,No,0
세차장명 검색어,8,1,No,0
주소검색어,5,0,No,0
결과코드,4,0,No,0
결과메시지,5,0,No,0
한 페이지 결과 수,10,3,No,0
페이지번호,5,0,No,0
전체 결과 수,7,2,No,0
데이터번호,5,0,No,0
세차 서비스를 제공하는 업체의 명칭,19,4,No,0
"세차서비스를 제공하는 업체가 있는 광역시,도 명칭",29,5,Yes,3
"세차서비스를 제공하는 업체가 있는 시,구,군 명칭",29,5,Yes,4
세차서비스를 제공하는 업소의 등록 업종명,22,4,No,0
세차장의 위치(소재지)에 대한 도로명주소,22,3,Yes,2
평일 세차장이 운영되는 시작 시각,18,4,No,0
평일 세차장이 운영되는 종료 시각,18,4,No,0
"토요일, 공휴일 등에 세차장이 운영되는 시작 시각",29,6,Yes,3
"토요일, 공휴일 등에 세차장이 운영되는 종료 시각",29,6,Yes,3
세차 서비스를 제공하는 업체 대표자명,20,4,No,0
세차장 또는 세차서비스를 제공하는 업체의 안내 전화번호,30,6,No,0
오염물질 배출에 따른 수질 허가 및 신고 번호,25,7,No,0
세차장의 위도 좌표(WGS84),17,2,Yes,2
세차장의 경도 좌표(WGS84),17,2,Yes,2
데이터작성 기준일자,10,1,No,0
(NULL),6,0,Yes,2
(NULL),6,0,Yes,2
(NULL),6,0,Yes,2
(NULL),6,0,Yes,2
(NULL),6,0,Yes,2
(NULL),6,0,Yes,2
(NULL),6,0,Yes,2
(NULL),6,0,Yes,2
(NULL),6,0,Yes,2
(NULL),6,0,Yes,2
공공데이터포털에서 받은 인증키,16,2,No,0
페이지번호,5,0,No,0
한 페이지 결과 수,10,3,No,0
고유번호,4,0,No,0
"공중이 이용하는 건물, 시설 또는 장소에서 흡연해서는 안되는 구역의 명칭",42,9,Yes,3
금연구역 장소에 대한 도로명주소,17,3,No,0
결과코드,4,0,No,0
결과메시지,5,0,No,0
한 페이지 결과 수,10,3,No,0
페이지번호,5,0,No,0
전체 결과 수,7,2,No,0
쿼리 페이지 시작점,10,2,No,0
금연구역면적[㎡],9,0,Yes,3
금연구역을 지정한 근거,12,2,No,0
금연구역에 따른 구분,11,2,No,0
고유번호,4,0,No,0
금연구역의 위도 좌표,11,2,No,0
금연구역의 경도 좌표,11,2,No,0
금연구역을 지정 또는 관리하는 기관,19,4,No,0
위반과태료[원],8,0,Yes,2
데이터작성 기준일자,10,1,No,0
금연구역 장소에 대한 도로명주소,17,3,No,0
금연구역의 범위 상세 설명,14,3,No,0
"금연구역이 있는 지역 광역시,도 명칭",22,4,Yes,3
"금연구역이 있는 시,군,구의 명칭",20,3,Yes,4
금연구역에서 위반사항을 발견한 경우 신고할 수 있는 전화번호,33,7,No,0
"공중이 이용하는 건물, 시설 또는 장소에서 흡연해서는 안되는 구역의 명칭",42,9,Yes,3
공공데이터포털에서 발급받은 인증키,18,2,No,0
페이지당 목록 수,9,2,No,0
페이지 번호,6,1,No,0
자전거보관소명,7,0,No,0
소재지도로명주소,8,0,No,0
소재지지번주소,7,0,No,0
결과코드,4,0,No,0
결과메시지,5,0,No,0
목록,2,0,No,0
자전거보관소명,7,0,No,0
소재지도로명주소,8,0,No,0
소재지지번주소,7,0,No,0
위도,2,0,No,0
경도,2,0,No,0
보관대수(N/대),9,0,Yes,3
설치년도,4,0,No,0
설치형태,4,0,No,0
차양막설치여부,7,0,No,0
공기주입기비치여부,9,0,No,0
공기주입기유형,7,0,No,0
수리대설치여부,7,0,No,0
관리기관전화번호,8,0,No,0
관리기관명,5,0,No,0
데이터기준일자,7,0,No,0
한 페이지 결과 수,10,3,No,0
페이지 수,5,1,No,0
데이터 총 개수,8,2,No,0
공공데이터포털에서 받은 인증키,16,2,No,0
페이지당 목록 수,9,2,No,0
페이지 번호,6,1,No,0
자전거대여소명,7,0,No,0
소재지도로명주소,8,0,No,0
소재지지번주소,7,0,No,0
결과코드,4,0,No,0
결과메시지,5,0,No,0
목록,2,0,No,0
자전거대여소명,7,0,No,0
자전거대여소구분,8,0,No,0
소재지도로명주소,8,0,No,0
소재지지번주소,7,0,No,0
위도,2,0,No,0
경도,2,0,No,0
운영시작시각,6,0,No,0
운영종료시각,6,0,No,0
휴무일,3,0,No,0
요금구분,4,0,No,0
자전거이용요금,7,0,No,0
자전거보유대수(N/대),12,0,Yes,3
거치대수(N/대),9,0,Yes,3
"공기주입기비치여부(Y:설치, N : 미설치)",26,3,Yes,7
공기주입기유형,7,0,No,0
"수리대설치여부(Y:설치, N : 미설치)",24,3,Yes,7
관리기관전화번호,8,0,No,0
관리기관명,5,0,No,0
데이터기준일자,7,0,No,0
한 페이지 결과 수,10,3,No,0
페이지 수,5,1,No,0
데이터 총 개,7,2,No,0
공공데이터포털에서 받은 인증키,16,2,No,0
페이지번호,5,0,No,0
한 페이지 결과 수,10,3,No,0
주요 검색어,6,1,No,0
검색어 명으로 검색된 자료의 dataSid값,24,4,No,0
결과코드,4,0,No,0
결과메시지,5,0,No,0
한 페이지 결과 수,10,3,No,0
페이지번호,5,0,No,0
전체 결과 수,7,2,No,0
전통시장 주소,7,1,No,0
전통시장 내용,7,1,No,0
데이터 번호,6,1,No,0
전통시장 부대편의시설,11,1,No,0
전통시장 입장료(단위:원),14,1,Yes,3
전통시장 휴무일,8,1,No,0
전통시장 홈페이지,9,1,No,0
전통시장 소개,7,1,No,0
전통시장 주차시설,9,1,No,0
전통시장 주차요금(단위:원),15,1,Yes,3
대표이미지,5,0,No,0
전통시장 이용시간,9,1,No,0
전통시장 명,6,1,No,0
전통시장 문의처,8,1,No,0
전통시장 경도(WGS84),14,1,Yes,2
전통시장 위도(WGS84),14,1,Yes,2
공공데이터포털에서 받은 인증키,16,2,No,0
게시물 일련번호로 조회,12,2,No,0
결과코드,4,0,No,0
결과메시지,5,0,No,0
한 페이지 결과 수,10,3,No,0
3,1,0,No,0
전체 결과 수,7,2,No,0
데이터 번호,6,1,No,0
파일 실제이름,7,1,No,0
이미지 파일 설명,9,2,No,0
이미지 파일 논리명,10,2,No,0
이미지 파일 고유ID,11,2,No,0
이미지 원본 파일명,10,2,No,0
이미지 쎔네일 파일명,11,2,No,0
(NULL),6,0,Yes,2
(NULL),6,0,Yes,2
(NULL),6,0,Yes,2
(NULL),6,0,Yes,2
서비스키,4,0,No,0
훈련구역,4,0,No,0
행정구역코드,6,0,No,0
한 페이지 결과 수,10,3,No,0
페이지 번호,6,1,No,0
행정구역코드,6,0,No,0
행정구역명칭,6,0,No,0
위치(주소),6,0,Yes,2
중심점경도좌표,7,0,No,0
중심점위도좌표,7,0,No,0
위치,2,0,No,0
발효일,3,0,No,0
사용고도,4,0,No,0
참조해도명,5,0,No,0
관련도면(해도번호),10,0,Yes,2
참조해도,4,0,No,0
축척,2,0,No,0
원본명,3,0,No,0
원본기관,4,0,No,0
원본연도,4,0,No,0
관련부서,4,0,No,0
관련규정,4,0,No,0
개정년도,4,0,No,0
훈련구역,4,0,No,0
관련좌표,4,0,No,0
해상구역,4,0,No,0
사격장명,4,0,No,0
공공데이터포털에서 받은 인증키,16,2,No,0
페이지번호,5,0,No,0
한 페이지 결과 수,10,3,No,0
축제명,3,0,No,0
개최장소,4,0,No,0
축제내용,4,0,No,0
결과코드,4,0,No,0
결과메시지,5,0,No,0
한 페이지 결과 수,10,3,No,0
페이지번호,5,0,No,0
전체 결과 수,7,2,No,0
데이터기준일자,7,0,No,0
축제내용,4,0,No,0
축제종료일자,6,0,No,0
축제명,3,0,No,0
축제시작일자,6,0,No,0
전화번호,4,0,No,0
홈페이지주소,6,0,No,0
주최기관,4,0,No,0
주관기관,4,0,No,0
개최장소,4,0,No,0
위도(WGS84),9,0,Yes,2
경도(WGS84),9,0,Yes,2
데이터번호,5,0,No,0
후원기관,4,0,No,0
공공데이터포털에서 받은 인증키,16,2,No,0
페이지번호,5,0,No,0
한 페이지 결과 수,10,3,No,0
화장실명,4,0,No,0
소재지지번주소,7,0,No,0
결과코드,4,0,No,0
결과메시지,5,0,No,0
한 페이지 결과 수,10,3,No,0
페이지번호,5,0,No,0
전체 결과 수,7,2,No,0
데이터기준일자,7,0,No,0
데이터 번호,6,1,No,0
화장실명,4,0,No,0
남성용-대변기수단위 : 개,14,2,Yes,2
남성용-소변기수단위 : 개,14,2,Yes,2
남성용-장애인용대변기수단위 : 개,18,2,Yes,2
남성용-장애인용소변기수단위 : 개,18,2,Yes,2
남성용-어린이용대변기수단위 : 개,18,2,Yes,2
남성용-어린이용소변기수단위 : 개,18,2,Yes,2
전화번호,4,0,No,0
남녀공용화장실여부,9,0,No,0
개방시간,4,0,No,0
경도(WGS84),9,0,Yes,2
위도(WGS84),9,0,Yes,2
관리기관명,5,0,No,0
소재지지번주소,7,0,No,0
구분,2,0,No,0
여성용-대변기수단위 : 개,14,2,Yes,2
여성용-장애인용대변기수단위 : 개,18,2,Yes,2
여성용-어린이용대변기수단위 : 개,18,2,Yes,2
공공데이터포털에서 받은 인증키,16,2,No,0
페이지번호,5,0,No,0
한 페이지 결과 수,10,3,No,0
공원명,3,0,No,0
공원구분 - 근린공원  - 어린이공원 - 체육공원 등,29,8,Yes,3
소재지도로명주소 또는 지번주소,16,2,No,0
결과코드,4,0,No,0
결과메시지,5,0,No,0
한 페이지 결과 수,10,3,No,0
페이지번호,5,0,No,0
전체 결과 수,7,2,No,0
공원보유시설(기타시설),12,0,Yes,2
관리기관명,5,0,No,0
관리번호,4,0,No,0
전화번호,4,0,No,0
공원보유시설(편익시설),12,0,Yes,2
공원보유시설(교양시설),12,0,Yes,2
데이터 번호,6,1,No,0
지정고시일,5,0,No,0
공원보유시설(운동시설),12,0,Yes,2
소재지지번주소,7,0,No,0
공원면적(단위:㎡),10,0,Yes,4
공원명,3,0,No,0
공원구분 - 근린공원 - 어린이공원 - 체육공원 등,28,7,Yes,3
공원보유시설(유희시설),12,0,Yes,2
위도(WGS84),9,0,Yes,2
경도(WGS84),9,0,Yes,2
소재지도로명주소,8,0,No,0
데이터기준일자,7,0,No,0
공공데이터포털에서 받은 인증키,16,2,No,0
페이지번호,5,0,No,0
한 페이지 결과 수,10,3,No,0
도서관명,4,0,No,0
도서관유형,5,0,No,0
소재지도로명주소,8,0,No,0
결과코드,4,0,No,0
결과메시지,5,0,No,0
한 페이지 결과 수,10,3,No,0
페이지번호,5,0,No,0
전체 결과 수,7,2,No,0
자료수(도서),7,0,Yes,2
데이터 번호,6,1,No,0
휴관일,3,0,No,0
공휴일운영종료시각,9,0,No,0
공휴일운영시작시각,9,0,No,0
홈페이지주소,6,0,No,0
부지면적,4,0,No,0
도서관명,4,0,No,0
도서관전화번호,7,0,No,0
도서관유형,5,0,No,0
자료수(연속간행물),10,0,Yes,2
자료수(비도서),8,0,Yes,2
평일운영종료시각,8,0,No,0
평일운영시작시각,8,0,No,0
운영기관명,5,0,No,0
위도(WGS84),9,0,Yes,2
경도(WGS84),9,0,Yes,2
대출가능일수 단위 : 일,13,3,Yes,1
대출가능권수,6,0,No,0
소재지도로명주소,8,0,No,0
토요일운영종료시각,9,0,No,0
토요일운영시작시각,9,0,No,0
열람좌석수,5,0,No,0
시도명,3,0,No,0
시군구명,4,0,No,0
데이터기준일자,7,0,No,0
건물면적(단위:㎡),10,0,Yes,4
공공데이터포털에서 받은 인증키,16,2,No,0
페이지번호,5,0,No,0
한 페이지 결과 수,10,3,No,0
시설명,3,0,No,0
급식대상,4,0,No,0
소재지도로명주소,8,0,No,0
결과코드,4,0,No,0
결과메시지,5,0,No,0
한 페이지 결과 수,10,3,No,0
페이지번호,5,0,No,0
전체 결과 수,7,2,No,0
운영기관명,5,0,No,0
전화번호,4,0,No,0
데이터 번호,6,1,No,0
시설명,3,0,No,0
급식일,3,0,No,0
운영종료일자,6,0,No,0
급식장소,4,0,No,0
운영시작일자,6,0,No,0
급식대상 - 독거노인 -  결식노인 -  노숙인 -  저소득층  등,37,13,Yes,4
급식시간,4,0,No,0
소재지지번주소,7,0,No,0
위도(GWS84),9,0,Yes,2
경도(GWS84),9,0,Yes,2
소재지도로명주소,8,0,No,0
데이터기준일자,7,0,No,0
공공데이터포털에서 받은 인증키,16,2,No,0
페이지번호,5,0,No,0
한 페이지 결과 수,10,3,No,0
지번주소 또는 도로명 주소,14,3,No,0
음식점 이름,6,1,No,0
결과코드,4,0,No,0
결과메시지,5,0,No,0
한 페이지 결과 수,10,3,No,0
페이지번호,5,0,No,0
전체 결과 수,7,2,No,0
음식점 주소,6,1,No,0
데이터 게시판,7,1,No,0
카테고리1AA - 보건소AB - 지평선한우AC - 문화관광,32,6,Yes,3
카테고리2AA01 - 모범음식점AA02 - 깨친맛음식점AB01 - 직영점AC01 - 한우,49,8,Yes,4
카테고리3AA001 - 한식AA002 - 중식AA003 - 일식AA004 - 뷔페AA005 - 분식,55,10,Yes,5
음식점 내용,6,1,No,0
게시판 번호,6,1,No,0
음식점 이름,6,1,No,0
경도(WGS84),9,0,Yes,2
위도(WGS84),9,0,Yes,2
음식점 번호,6,1,No,0
공공데이터포털에서 받은 인증키,16,2,No,0
페이지번호,5,0,No,0
한 페이지 결과 수,10,3,No,0
기관명,3,0,No,0
주소,2,0,No,0
사업내용,4,0,No,0
결과코드,4,0,No,0
결과메시지,5,0,No,0
한 페이지 결과 수,10,3,No,0
페이지번호,5,0,No,0
전체 결과 수,7,2,No,0
데이터기준일자,7,0,No,0
대표자명,4,0,No,0
전화번호,4,0,No,0
인증일자,4,0,No,0
인증번호,4,0,No,0
사업내용,4,0,No,0
홈페이지주소,6,0,No,0
소재지지번주소,7,0,No,0
기관명,3,0,No,0
주된목적,4,0,No,0
소재지도로명주소,8,0,No,0
데이터 번호,6,1,No,0
사회서비스분야,7,0,No,0
공공데이터포털에서 받은 인증키,16,2,No,0
페이지번호,5,0,No,0
한 페이지 결과 수,10,3,No,0
충전소명,4,0,No,0
지번주소 또는 도로명주소,13,2,No,0
결과코드,4,0,No,0
결과메시지,5,0,No,0
한 페이지 결과 수,10,3,No,0
페이지번호,5,0,No,0
전체 결과 수,7,2,No,0
데이터기준일자,7,0,No,0
충전소명,4,0,No,0
충전소위치상세,7,0,No,0
이용가능종료시각,8,0,No,0
급속충전가능여부,8,0,No,0
급속충전기대수,7,0,No,0
급속충전타입구분,8,0,No,0
휴점일,3,0,No,0
설치시도명,5,0,No,0
소재지지번주소,7,0,No,0
관리업체명,5,0,No,0
관리업체전화번호,8,0,No,0
주차료부과여부,7,0,No,0
경도(WGS84),9,0,Yes,2
위도(WGS84),9,0,Yes,2
소재지도로명주소,8,0,No,0
데이터 번호,6,1,No,0
완속충전가능여부,8,0,No,0
완속충전기대수,7,0,No,0
이용가능시작시각,8,0,No,0
공공데이터포털에서 받은 인증키,16,2,No,0
페이지번호,5,0,No,0
한 페이지 결과 수,10,3,No,0
관광안내소명,6,0,No,0
안내소위치명,6,0,No,0
결과코드,4,0,No,0
결과메시지,5,0,No,0
한 페이지 결과 수,10,3,No,0
페이지번호,5,0,No,0
전체 결과 수,7,2,No,0
평균근무인원수,7,0,No,0
중국어안내가능여부,9,0,No,0
데이터 번호,6,1,No,0
영어안내가능여부,8,0,No,0
부가서비스정보,7,0,No,0
휴무일,3,0,No,0
홈페이지주소,6,0,No,0
안내소소개,5,0,No,0
안내소전화번호,7,0,No,0
안내가능외국어,7,0,No,0
소재지지번주소,7,0,No,0
일본어안내가능여부,9,0,No,0
운영기관명,5,0,No,0
경도(WGS84),9,0,Yes,2
위도(WGS84),9,0,Yes,2
소재지도로명주소,8,0,No,0
시도명,3,0,No,0
시군구명,4,0,No,0
데이터기준일자,7,0,No,0
운영종료시각(하절기),11,0,Yes,2
운영시작시각(하절기),11,0,Yes,2
관광안내소명,6,0,No,0
안내소위치명,6,0,No,0
운영종료시각(동절기),11,0,Yes,2
운영시작시각(동절기),11,0,Yes,2
공공데이터포털에서 받은 인증키,16,2,No,0
페이지번호,5,0,No,0
한 페이지 결과 수,10,3,No,0
업소명,3,0,No,0
지번주소 또는 도로명주소,13,2,No,0
결과코드,4,0,No,0
결과메시지,5,0,No,0
한 페이지 결과 수,10,3,No,0
페이지번호,5,0,No,0
전체 결과 수,7,2,No,0
부대시설,4,0,No,0
데이터기준일자,7,0,No,0
홈페이지주소,6,0,No,0
주차장보유여부,7,0,No,0
소재지지번주소,7,0,No,0
업소명,3,0,No,0
전화번호,4,0,No,0
업종명,3,0,No,0
결제방법,4,0,No,0
경도(WGS84),9,0,Yes,2
위도(WGS84),9,0,Yes,2
소재지도로명주소,8,0,No,0
객실수 단위:개,8,1,Yes,1
데이터 번호,6,1,No,0
주변관광정보,6,0,No,0
공공데이터포털에서 받은 인증키,16,2,No,0
페이지번호,5,0,No,0
한 페이지 결과 수,10,3,No,0
설치장소명,5,0,No,0
설치시설구분 - 서민·복지시설 - 관공서 - 교육시설 등,31,7,Yes,4
소재지도로명주소,8,0,No,0
결과코드,4,0,No,0
결과메시지,5,0,No,0
한 페이지 결과 수,10,3,No,0
페이지번호,5,0,No,0
전체 결과 수,7,2,No,0
관리기관명,5,0,No,0
관리기관전화번호,8,0,No,0
데이터 번호,6,1,No,0
설치장소상세,6,0,No,0
설치년월,4,0,No,0
설치시설구분 - 서민·복지시설 - 관공서 - 교육시설 등,31,7,Yes,4
설치장소명,5,0,No,0
설치시도명,5,0,No,0
설치시군구명,6,0,No,0
소재지지번주소,7,0,No,0
경도(WGS84),9,0,Yes,2
위도(WGS84),9,0,Yes,2
소재지도로명주소,8,0,No,0
서비스제공사명,7,0,No,0
데이터기준일자,7,0,No,0
와이파이SSID,8,0,No,0
공공데이터포털에서 받은 인증키,16,2,No,0
페이지번호,5,0,No,0
한 페이지 결과 수,10,3,No,0
설치장소,4,0,No,0
발급민원종류 - 주민등록등초본 - 토지대장등본 - 건설기계등록원부 - 자동차등록원부 - 건축물대장 등,56,11,Yes,5
소재지도로명주소 또는 지번주소,16,2,No,0
결과코드,4,0,No,0
결과메시지,5,0,No,0
한 페이지 결과 수,10,3,No,0
페이지번호,5,0,No,0
전체 결과 수,7,2,No,0
관리기관명,5,0,No,0
전화번호,4,0,No,0
데이터 번호,6,1,No,0
발급민원종류 - 주민등록등초본 - 토지대장등본 - 건설기계등록원부 - 자동차등록원부 - 건축물대장 등,56,11,Yes,5
설치장소,4,0,No,0
설치위치,4,0,No,0
소재지지번주소,7,0,No,0
운영시간,4,0,No,0
위도(WGS84),9,0,Yes,2
경도(WGS84),9,0,Yes,2
데이터기준일자,7,0,No,0
소재지도로명주소,8,0,No,0
공공데이터포털에서 받은 인증키,16,2,No,0
페이지번호,5,0,No,0
한 페이지 결과 수,10,3,No,0
설치목적구분,6,0,No,0
주소,2,0,No,0
결과코드,4,0,No,0
결과메시지,5,0,No,0
한 페이지 결과 수,10,3,No,0
페이지번호,5,0,No,0
전체 결과 수,7,2,No,0
데이터기준일자,7,0,No,0
카메라대수(단위 : 대),13,2,Yes,3
카메라화소수(단위 : 화소),15,2,Yes,3
소재지도로명주소,8,0,No,0
설치목적구분,6,0,No,0
